aaa;A,-
aaf;AF,-
aag;AK,-
aao;A,-
aap;AP,-
aarskog;ARSKK,-
abaissé;APS,-
abaissée;APS,-
abandon;APNTN,-
abandonisme;APNTNSM,-
abandonnique;APNTNK,-
abandonnisme;APNTNSM,-
abasie;APS,-
abattage;APTJ,APTK
abattu;APT,-
abca3;APK,-
abcès;APSS,-
abcédante;APSTNT,-
abcédation;APSTXN,-
abcédations;APSTXNS,-
abcédé;APST,-
abcédée;APST,-
abcédées;APSTS,-
abcédés;APSTS,-
abdo;APT,-
abdo-inter-rénal;APTNTRRNL,-
abdomen;APTMN,-
abdominal;APTMNL,-
abdominale;APTMNL,-
abdominales;APTMNLS,-
abdominaux;APTMN,-
abdomino-aortique;APTMNRTK,-
abdomino-colique;APTMNKLK,-
abdomino-crural;APTMNKRRL,-
abdomino-cutané;APTMNKTN,-
abdomino-digestive;APTMNTJSTF,APTMNTKSTF
abdomino-fémoral;APTMNFMRL,-
abdomino-gastrique;APTMNKSTRK,-
abdomino-génital;APTMNJNTL,APTMNKNTL
abdomino-iliaque;APTMNLK,-
abdomino-intestinale;APTMNNTSTNL,-
abdomino-lombaire;APTMNLMPR,-
abdomino-médiastinal;APTMNMTSTNL,-
abdomino-mésentérique;APTMNMSNTRK,-
abdomino-pancréatique;APTMNPNKRTK,-
abdomino-pariétal;APTMNPRTL,-
abdomino-pelvien;APTMNPLFN,-
abdomino-pelvienne;APTMNPLFN,-
abdomino-pelviennes;APTMNPLFNS,-
abdomino-pelviens;APTMNPLFNS,-
abdomino-périnéal;APTMNPRNL,-
abdomino-périnéale;APTMNPRNL,-
abdomino-péritonéal;APTMNPRTNL,-
abdomino-péritonéale;APTMNPRTNL,-
abdomino-péritonéo-pelvienne;APTMNPRTNPLFN,-
abdomino-rachidiennes;APTMNRXTNS,APTMNRKTNS
abdomino-rectale;APTMNRKTL,-
abdomino-rétro-péritonéal;APTMNRTRPRTNL,-
abdomino-splénique;APTMNSPLNK,-
abdomino-thoracique;APTMN0RSK,APTMNTRSK
abdomino-thoraco-crânien;APTMN0RKKRNN,APTMNTRKKRNN
abdominopelvien;APTMNPLFN,-
abdominopelvienne;APTMNPLFN,-
abdominoplastie;APTMNPLST,-
abeille;APL,-
abeilles;APLS,-
aberrante;APRNT,-
aberrants;APRNTS,-
aberration;APRXN,-
abiotrophie;APTRF,-
ablation;APLXN,-
abo;AP,-
abolie;APL,-
abolition;APLXN,-
abondance;APNTNS,-
abondant;APNTNT,-
abondante;APNTNT,-
abondantes;APNTNTS,-
abord;APRT,-
abordage;APRTJ,APRTK
abouchement;APXMNT,APKMNT
aboulie;APL,-
abpa;APP,-
abreuvoir;APRFR,-
abricot;APRKT,-
abrikossof;APRKSF,-
abrikossoff;APRKSF,-
abscessus;APSSS,-
absence;APSNS,-
absences;APSNSS,-
absolue;APSL,-
absorbant;APSRPNT,-
absorption;APSRPXN,-
abstention;APSTNXN,-
abstinence;APSTNNS,-
abus;APS,-
abusive;APSF,-
abêtalipoprotéinémie;APTLPPRTNM,-
ac/fa;AKF,-
aca;AK,-
acanthamoebiose;AKNTMPS,-
acanthocytose;AKN0STS,AKNTSTS
acantholyse;AKN0LS,AKNTLS
acanthose;AKN0S,AKNTS
acanthosis;AKN0SS,AKNTSS
acardiaque;AKRTK,-
acariens;AKRNS,-
acc;AK,-
accepté;AKSPT,-
accessoire;AKSSR,-
accident;AKSTNT,-
accidentel;AKSTNTL,-
accidentelle;AKSTNTL,-
accidentellement;AKSTNTLMNT,-
accidentelles;AKSTNTLS,-
accidentels;AKSTNTLS,-
accidents;AKSTNTS,-
accolement;AKLMNT,-
accompagnement;AKMPNMNT,AKMPKNMNT
accord;AKRT,-
accouchement;AKXMNT,AKKMNT
accreta;AKRT,-
accueil;AKL,-
accumulation;AKMLXN,-
accusé;AKS,-
accutisation;AKTSXN,-
accès;AKSS,-
accélération;AKSLRXN,-
ace;AS,-
acfa;AKF,-
achalasie;AXLS,AKLS
achille;AXL,AKL
achondrogénésie;AXNTRJNS,AKNTRKNS
achondroplasie;AXNTRPLS,AKNTRPLS
achondroplasique;AXNTRPLSK,AKNTRPLSK
achromie;AKRM,-
achromique;AKRMK,-
achromobacter;AKRMPKTR,-
acide;AST,-
acides;ASTS,-
acidité;ASTT,-
acido-basique;ASTPSK,-
acido-basiques;ASTPSKS,-
acido-cétose;ASTSTS,-
acido-cétosique;ASTSTSK,-
acido-diabète;ASTTPT,-
acido-diabétique;ASTTPTK,-
acido-hypercapnique;ASTPRKPNK,-
acidobasiques;ASTPSKS,-
acidocétose;ASTSTS,-
acidocétosique;ASTSTSK,-
acidocétosiques;ASTSTSKS,-
acidolactique;ASTLKTK,-
acidominimus;ASTMNMS,-
acidose;ASTS,-
acidosique;ASTSK,-
acidurie;ASTR,-
acidémie;ASTM,-
acier;AS,AXR
acinetobacter;ASNTPKTR,-
acinétobacter;ASNTPKTR,-
aciérie;ASR,AXR
aclasta;AKLST,-
acm;AKM,-
acnes;AKNS,-
acné;AKN,-
acomi;AKM,-
acontractile;AKNTRKTL,-
acornéenne;AKRNN,-
acouphène;AKFN,-
acouphènes;AKFNS,-
acoustico-facial;AKSTKFSL,AKSTKFXL
acoustique;AKSTK,-
acp;AKP,-
acquis;AKS,-
acquise;AKS,-
acquisitions;AKSXNS,-
acr;AKR,-
acral;AKRL,-
acremonium;AKRMNM,-
acro-dermatose;AKRTRMTS,-
acrobaties;AKRPTS,-
acrocyanose;AKRSNS,-
acrodermite;AKRTRMT,-
acrokératose;AKRKRTS,-
acrolentigineux;AKRLNTJNKS,AKRLNTKNKS
acromiale;AKRML,-
acromio-claviculaire;AKRMKLFKLR,-
acromion;AKRMN,-
acromioplastie;AKRMPLST,-
acromégalie;AKRMKL,-
acromélique;AKRMLK,-
acroparesthésie;AKRPRS0S,AKRPRSTS
acropathie;AKRP0,AKRPT
acrospirome;AKRSPRM,-
acrosyndrome;AKRSNTRM,-
acrânie;AKRN,-
acsos;AKSS,-
act;AKT,-
actal;AKTL,-
acte;AKT,-
actes;AKTS,-
